customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,rfm_segment,cluster,segment_label
1833,2023-08-01,4,683.67,519,2,4,3,9,At-Risk,4,Potential
1834,2024-09-22,1,100.09,101,4,1,1,6,New Customers,1,At-Risk
1836,2024-01-13,2,637.8,354,3,2,3,8,Potential Loyalists,1,At-Risk
1837,2024-11-06,2,412.09,56,5,2,2,9,New Customers,1,At-Risk
1838,2024-07-17,4,2063.5,168,4,4,5,13,champions,0,High Value
1839,2023-05-21,1,210.16,591,2,1,1,4,Hibernating,2,Lost
1840,2023-11-22,3,613.27,406,2,3,3,8,At-Risk,4,Potential
1841,2023-10-07,1,225.28,452,2,1,1,4,Hibernating,1,At-Risk
1842,2024-11-18,2,1019.94,44,5,2,4,11,New Customers,1,At-Risk
1843,2024-10-14,3,534.51,79,5,3,2,10,Loyal Customers,3,Loyal
1844,2024-02-12,2,970.65,324,3,2,4,9,Potential Loyalists,4,Potential
1845,2023-08-17,2,381.14,503,2,2,2,6,At-Risk,4,Potential
1846,2024-03-01,6,2082.7,306,3,5,5,13,Loyal Customers,0,High Value
1848,2024-07-14,4,2621.62,171,4,4,5,13,champions,0,High Value
1849,2023-09-02,1,158.89,487,2,1,1,4,Hibernating,2,Lost
1850,2024-11-12,1,287.41,50,5,1,1,7,New Customers,1,At-Risk
1851,2024-06-29,3,922.83,186,4,3,4,11,Loyal Customers,3,Loyal
1852,2024-12-27,2,268.6,5,5,2,1,8,New Customers,1,At-Risk
1853,2024-11-22,5,948.27,40,5,5,4,14,champions,3,Loyal
1854,2024-09-26,4,1203.13,97,4,4,4,12,champions,3,Loyal
1855,2023-06-25,1,282.95,556,2,1,1,4,Hibernating,2,Lost
1857,2023-04-06,1,201.03,636,1,1,1,3,Lost,2,Lost
1858,2023-11-04,1,355.07,424,2,1,2,5,Hibernating,1,At-Risk
1860,2022-12-03,1,236.69,760,1,1,1,3,Lost,2,Lost
1861,2022-06-30,1,452.77,916,1,1,2,4,Lost,2,Lost
1862,2024-03-28,4,848.36,279,3,4,3,10,Loyal Customers,3,Loyal
1863,2024-05-29,3,1372.4299999999998,217,3,3,5,11,Loyal Customers,3,Loyal
1864,2024-11-15,5,2033.36,47,5,5,5,15,champions,0,High Value
1865,2024-05-05,3,569.89,241,3,3,3,9,Loyal Customers,3,Loyal
1866,2024-12-03,4,1417.14,29,5,4,5,14,champions,3,Loyal
1867,2023-07-25,4,1417.45,526,2,4,5,11,At-Risk,4,Potential
1868,2022-11-09,1,285.34,784,1,1,1,3,Lost,2,Lost
1869,2022-08-03,2,435.43,882,1,2,2,5,Hibernating,2,Lost
1870,2024-07-17,1,189.72,168,4,1,1,6,New Customers,1,At-Risk
1871,2023-04-06,1,90.21,636,1,1,1,3,Lost,2,Lost
1872,2024-11-05,3,1437.35,57,5,3,5,13,Loyal Customers,3,Loyal
1873,2023-09-07,1,252.27,482,2,1,1,4,Hibernating,1,At-Risk
1875,2023-11-16,4,663.3299999999999,412,2,4,3,9,At-Risk,4,Potential
1876,2024-04-23,1,85.03,253,3,1,1,5,Hibernating,1,At-Risk
1877,2024-11-30,4,1152.03,32,5,4,4,13,champions,3,Loyal
1878,2024-06-24,4,1394.69,191,4,4,5,13,champions,3,Loyal
1879,2022-02-12,1,126.37,1054,1,1,1,3,Lost,2,Lost
1880,2022-11-10,2,347.72,783,1,2,2,5,Hibernating,2,Lost
1882,2022-04-11,1,799.86,996,1,1,3,5,Lost,2,Lost
1883,2024-12-05,3,1251.43,27,5,3,4,12,Loyal Customers,3,Loyal
1884,2024-04-09,6,2344.04,267,3,5,5,13,Loyal Customers,0,High Value
1885,2022-04-20,3,2342.7,987,1,3,5,9,Cannot Lose Them,4,Potential
1886,2024-06-29,5,1752.1799999999998,186,4,5,5,14,champions,0,High Value
1887,2023-05-15,4,2754.28,597,2,4,5,11,At-Risk,0,High Value
1888,2023-04-07,1,354.07,635,1,1,2,4,Lost,2,Lost
1889,2022-12-03,1,448.68,760,1,1,2,4,Lost,2,Lost
1890,2024-04-27,3,569.9300000000001,249,3,3,3,9,Loyal Customers,3,Loyal
1891,2023-08-14,1,267.27,506,2,1,1,4,Hibernating,2,Lost
1892,2024-12-08,1,201.73,24,5,1,1,7,New Customers,1,At-Risk
1893,2024-08-19,1,317.95,135,4,1,1,6,New Customers,1,At-Risk
1894,2024-11-13,1,186.17,49,5,1,1,7,New Customers,1,At-Risk
1895,2022-05-26,1,331.22,951,1,1,2,4,Lost,2,Lost
1896,2024-12-26,2,930.75,6,5,2,4,11,New Customers,1,At-Risk
1897,2023-09-22,3,562.6,467,2,3,2,7,At-Risk,4,Potential
1898,2022-02-04,1,460.37,1062,1,1,2,4,Lost,2,Lost
1900,2024-04-24,4,1286.32,252,3,4,4,11,Loyal Customers,3,Loyal
1901,2024-04-14,2,631.46,262,3,2,3,8,Potential Loyalists,1,At-Risk
1902,2023-11-06,3,536.5899999999999,422,2,3,2,7,At-Risk,4,Potential
1903,2023-12-26,3,915.16,372,2,3,4,9,At-Risk,4,Potential
1904,2024-06-13,1,391.75,202,4,1,2,7,New Customers,1,At-Risk
1905,2022-08-09,2,318.85,876,1,2,2,5,Hibernating,2,Lost
1906,2024-02-26,1,87.64,310,3,1,1,5,Hibernating,1,At-Risk
1907,2023-08-10,2,707.06,510,2,2,3,7,At-Risk,4,Potential
1908,2023-07-27,2,404.31,524,2,2,2,6,At-Risk,4,Potential
1909,2024-04-06,2,229.34,270,3,2,1,6,Hibernating,1,At-Risk
1910,2022-04-17,1,691.29,990,1,1,3,5,Lost,2,Lost
1911,2024-09-28,4,3361.98,95,4,4,5,13,champions,0,High Value
1912,2024-02-02,2,443.19,334,3,2,2,7,Hibernating,1,At-Risk
1913,2024-12-25,5,992.18,7,5,5,4,14,champions,3,Loyal
1914,2023-12-13,1,1103.55,385,2,1,4,7,Hibernating,1,At-Risk
1915,2023-06-24,3,1331.49,557,2,3,4,9,At-Risk,4,Potential
1916,2023-08-30,2,472.87,490,2,2,2,6,At-Risk,4,Potential
1917,2024-05-13,3,784.0699999999999,233,3,3,3,9,Loyal Customers,3,Loyal
1918,2024-12-02,1,408.0,30,5,1,2,8,New Customers,1,At-Risk
1919,2024-09-27,5,1028.63,96,4,5,4,13,champions,3,Loyal
1920,2023-12-27,5,1534.4,371,2,5,5,12,At-Risk,0,High Value
1921,2024-12-11,1,251.55,21,5,1,1,7,New Customers,1,At-Risk
1922,2024-06-16,5,2271.22,199,4,5,5,14,champions,0,High Value
1923,2024-09-05,3,1773.53,118,4,3,5,12,Loyal Customers,3,Loyal
1924,2024-01-20,5,759.97,347,3,5,3,11,Loyal Customers,3,Loyal
1925,2024-03-07,2,399.61,300,3,2,2,7,Hibernating,1,At-Risk
1926,2024-07-27,3,736.65,158,4,3,3,10,Loyal Customers,3,Loyal
1927,2024-06-06,5,2079.1400000000003,209,3,5,5,13,Loyal Customers,0,High Value
1928,2023-08-03,2,653.0799999999999,517,2,2,3,7,At-Risk,4,Potential
1929,2024-08-30,1,69.42,124,4,1,1,6,New Customers,1,At-Risk
1930,2024-08-30,4,1043.86,124,4,4,4,12,champions,3,Loyal
1931,2024-12-28,4,755.11,4,5,4,3,12,Loyal Customers,3,Loyal
1932,2023-08-26,2,297.83,494,2,2,1,5,At-Risk,1,At-Risk
1933,2023-11-04,5,1944.62,424,2,5,5,12,At-Risk,0,High Value
1934,2024-06-10,7,2878.28,205,3,5,5,13,Loyal Customers,0,High Value
1935,2023-01-24,1,932.21,708,1,1,4,6,Lost,2,Lost
1936,2024-11-25,3,2295.23,37,5,3,5,13,Loyal Customers,0,High Value
1938,2024-04-14,1,331.72,262,3,1,2,6,Hibernating,1,At-Risk
1939,2024-11-26,4,1368.08,36,5,4,5,14,champions,3,Loyal
1940,2024-09-16,3,468.27,107,4,3,2,9,Loyal Customers,3,Loyal
1941,2024-09-29,2,1263.66,94,4,2,4,10,New Customers,3,Loyal
1942,2024-12-08,3,1288.66,24,5,3,4,12,Loyal Customers,3,Loyal
1943,2024-08-10,2,326.43,144,4,2,2,8,New Customers,1,At-Risk
1944,2024-12-30,3,666.84,2,5,3,3,11,Loyal Customers,3,Loyal
1945,2023-01-21,3,376.5,711,1,3,2,6,Hibernating,4,Potential
1946,2023-10-26,3,1620.9,433,2,3,5,10,At-Risk,4,Potential
1947,2024-09-28,11,2966.4300000000003,95,4,5,5,14,champions,0,High Value
1948,2024-09-29,2,872.12,94,4,2,3,9,New Customers,1,At-Risk
1949,2024-12-05,3,2605.46,27,5,3,5,13,Loyal Customers,0,High Value
1950,2023-11-10,3,497.39,418,2,3,2,7,At-Risk,4,Potential
1951,2023-09-22,2,246.43,467,2,2,1,5,At-Risk,1,At-Risk
1952,2024-08-11,5,1550.18,143,4,5,5,14,champions,0,High Value
1953,2022-07-22,1,343.36,894,1,1,2,4,Lost,2,Lost
1954,2024-02-15,1,323.82,321,3,1,2,6,Hibernating,1,At-Risk
1955,2024-09-28,3,942.34,95,4,3,4,11,Loyal Customers,3,Loyal
1956,2024-08-16,2,440.58,138,4,2,2,8,New Customers,1,At-Risk
1957,2024-11-11,6,1522.5700000000002,51,5,5,5,15,champions,0,High Value
1958,2024-08-16,4,2632.5,138,4,4,5,13,champions,0,High Value
1959,2024-01-07,4,1043.53,360,2,4,4,10,At-Risk,3,Loyal
1960,2024-09-09,4,1060.15,114,4,4,4,12,champions,3,Loyal
1961,2024-07-30,3,864.99,155,4,3,3,10,Loyal Customers,3,Loyal
1962,2024-10-24,3,334.69,69,5,3,2,10,Loyal Customers,3,Loyal
1963,2023-06-30,3,1297.65,551,2,3,4,9,At-Risk,4,Potential
1965,2024-01-27,2,1660.75,340,3,2,5,10,Potential Loyalists,4,Potential
1967,2024-04-13,2,364.75,263,3,2,2,7,Hibernating,1,At-Risk
1968,2024-12-21,3,1278.25,11,5,3,4,12,Loyal Customers,3,Loyal
1969,2023-12-21,2,1610.87,377,2,2,5,9,At-Risk,4,Potential
1970,2022-10-12,1,362.87,812,1,1,2,4,Lost,2,Lost
1971,2022-11-10,2,877.02,783,1,2,3,6,Hibernating,2,Lost
1972,2023-06-30,1,473.53,551,2,1,2,5,Hibernating,2,Lost
1974,2024-07-03,3,971.71,182,4,3,4,11,Loyal Customers,3,Loyal
1975,2023-02-03,2,571.0500000000001,698,1,2,3,6,Hibernating,2,Lost
1976,2023-07-07,2,600.1800000000001,544,2,2,3,7,At-Risk,4,Potential
1977,2024-07-21,2,257.44,164,4,2,1,7,New Customers,1,At-Risk
1978,2024-01-21,3,587.47,346,3,3,3,9,Loyal Customers,4,Potential
1979,2022-10-13,1,318.32,811,1,1,1,3,Lost,2,Lost
1980,2024-10-19,3,874.6500000000001,74,5,3,3,11,Loyal Customers,3,Loyal
1981,2024-01-01,2,1736.76,366,2,2,5,9,At-Risk,4,Potential
1982,2024-11-11,2,970.3,51,5,2,4,11,New Customers,1,At-Risk
1983,2024-03-06,3,1615.1799999999998,301,3,3,5,11,Loyal Customers,3,Loyal
1984,2024-07-27,4,873.64,158,4,4,3,11,Loyal Customers,3,Loyal
1985,2024-06-29,4,1380.81,186,4,4,5,13,champions,3,Loyal
1986,2023-10-19,3,323.22,440,2,3,2,7,At-Risk,4,Potential
1987,2024-12-05,3,958.87,27,5,3,4,12,Loyal Customers,3,Loyal
1988,2023-07-22,2,310.18,529,2,2,1,5,At-Risk,2,Lost
1989,2024-11-15,5,2864.21,47,5,5,5,15,champions,0,High Value
1990,2023-05-04,2,1811.67,608,1,2,5,8,Hibernating,4,Potential
1991,2024-09-09,7,2857.11,114,4,5,5,14,champions,0,High Value
1992,2024-11-29,3,4373.44,33,5,3,5,13,Loyal Customers,0,High Value
1993,2023-07-13,2,1385.17,538,2,2,5,9,At-Risk,4,Potential
1994,2022-08-24,2,1624.31,861,1,2,5,8,Hibernating,4,Potential
1995,2022-07-26,1,210.0,890,1,1,1,3,Lost,2,Lost
1996,2024-02-17,5,2922.74,319,3,5,5,13,Loyal Customers,0,High Value
1997,2024-06-07,1,260.84,208,3,1,1,5,Hibernating,1,At-Risk
1998,2023-01-31,2,1174.37,701,1,2,4,7,Hibernating,4,Potential
1999,2024-05-11,5,2170.98,235,3,5,5,13,Loyal Customers,0,High Value
2001,2024-01-27,2,234.74,340,3,2,1,6,Hibernating,1,At-Risk
2002,2023-08-17,4,2003.14,503,2,4,5,11,At-Risk,0,High Value
2003,2024-09-04,2,396.28,119,4,2,2,8,New Customers,1,At-Risk
2004,2023-12-21,4,1133.89,377,2,4,4,10,At-Risk,3,Loyal
2005,2024-10-14,1,303.69,79,5,1,1,7,New Customers,1,At-Risk
2006,2024-10-11,4,1351.71,82,5,4,5,14,champions,3,Loyal
2007,2024-08-07,3,570.3199999999999,147,4,3,3,10,Loyal Customers,3,Loyal
2008,2024-02-29,3,518.72,307,3,3,2,8,Loyal Customers,3,Loyal
2009,2022-02-09,1,154.4,1057,1,1,1,3,Lost,2,Lost
2010,2023-09-13,2,1253.85,476,2,2,4,8,At-Risk,4,Potential
2011,2023-07-13,1,993.55,538,2,1,4,7,Hibernating,4,Potential
2012,2022-10-09,1,132.48,815,1,1,1,3,Lost,2,Lost
2014,2024-06-10,2,769.52,205,3,2,3,8,Potential Loyalists,1,At-Risk
2015,2024-04-15,3,907.19,261,3,3,4,10,Loyal Customers,3,Loyal
2016,2024-10-02,4,1396.55,91,5,4,5,14,champions,3,Loyal
2017,2022-01-05,1,164.1,1092,1,1,1,3,Lost,2,Lost
2018,2022-09-30,1,129.9,824,1,1,1,3,Lost,2,Lost
2019,2024-11-28,6,1676.86,34,5,5,5,15,champions,0,High Value
2020,2022-07-09,1,184.37,907,1,1,1,3,Lost,2,Lost
2021,2024-10-28,3,565.52,65,5,3,2,10,Loyal Customers,3,Loyal
2022,2024-07-01,5,1092.42,184,4,5,4,13,champions,3,Loyal
2023,2024-10-30,2,423.77,63,5,2,2,9,New Customers,1,At-Risk
2024,2022-03-13,2,452.46,1025,1,2,2,5,Hibernating,2,Lost
2025,2024-07-06,2,716.06,179,4,2,3,9,New Customers,1,At-Risk
2026,2024-10-21,3,1517.06,72,5,3,5,13,Loyal Customers,3,Loyal
2027,2023-07-29,1,380.45,522,2,1,2,5,Hibernating,2,Lost
2028,2024-10-20,3,575.1800000000001,73,5,3,3,11,Loyal Customers,3,Loyal
2031,2024-07-02,4,5605.38,183,4,4,5,13,champions,0,High Value
2032,2024-08-31,2,252.87,123,4,2,1,7,New Customers,1,At-Risk
2034,2024-08-09,4,909.56,145,4,4,4,12,champions,3,Loyal
2035,2024-06-09,3,752.3,206,3,3,3,9,Loyal Customers,3,Loyal
2036,2024-01-25,1,469.14,342,3,1,2,6,Hibernating,1,At-Risk
2037,2023-04-30,2,454.71,612,1,2,2,5,Hibernating,2,Lost
2038,2024-10-21,6,1938.95,72,5,5,5,15,champions,0,High Value
2039,2024-12-26,6,2535.22,6,5,5,5,15,champions,0,High Value
2040,2024-09-23,6,1468.85,100,4,5,5,14,champions,0,High Value
2041,2024-11-16,2,1770.91,46,5,2,5,12,New Customers,3,Loyal
2043,2024-08-26,4,1599.33,128,4,4,5,13,champions,3,Loyal
2044,2024-06-25,1,240.37,190,4,1,1,6,New Customers,1,At-Risk
2045,2024-06-11,5,1938.01,204,4,5,5,14,champions,0,High Value
2046,2024-09-18,5,1968.48,105,4,5,5,14,champions,0,High Value
2047,2022-07-31,1,165.51,885,1,1,1,3,Lost,2,Lost
2048,2023-11-14,5,2116.76,414,2,5,5,12,At-Risk,0,High Value
2049,2023-06-12,1,94.04,569,2,1,1,4,Hibernating,2,Lost
2050,2024-03-19,1,210.32,288,3,1,1,5,Hibernating,1,At-Risk
2051,2024-07-18,1,323.92,167,4,1,2,7,New Customers,1,At-Risk
2052,2024-05-06,6,2669.99,240,3,5,5,13,Loyal Customers,0,High Value
2054,2023-03-12,1,151.13,661,1,1,1,3,Lost,2,Lost
2055,2024-05-09,4,853.28,237,3,4,3,10,Loyal Customers,3,Loyal
2056,2024-06-16,4,1022.86,199,4,4,4,12,champions,3,Loyal
2057,2022-07-08,3,516.9,908,1,3,2,6,Hibernating,2,Lost
2058,2024-01-19,4,1299.46,348,3,4,4,11,Loyal Customers,3,Loyal
2059,2024-04-24,2,438.07,252,3,2,2,7,Hibernating,1,At-Risk
2061,2022-12-31,2,307.48,732,1,2,1,4,Hibernating,2,Lost
2062,2024-12-11,2,643.1,21,5,2,3,10,New Customers,1,At-Risk
2063,2024-02-12,2,144.66,324,3,2,1,6,Hibernating,1,At-Risk
2064,2024-07-03,4,4294.06,182,4,4,5,13,champions,0,High Value
2066,2023-12-17,2,711.04,381,2,2,3,7,At-Risk,1,At-Risk
2067,2024-10-11,3,1654.6899999999998,82,5,3,5,13,Loyal Customers,3,Loyal
2068,2024-06-03,2,504.09,212,3,2,2,7,Hibernating,1,At-Risk
2069,2024-10-11,3,544.95,82,5,3,2,10,Loyal Customers,3,Loyal
2071,2022-11-15,2,294.33,778,1,2,1,4,Hibernating,2,Lost
2072,2024-10-09,3,2590.8300000000004,84,5,3,5,13,Loyal Customers,0,High Value
2073,2022-08-17,1,428.15,868,1,1,2,4,Lost,2,Lost
2074,2023-11-04,4,2553.87,424,2,4,5,11,At-Risk,0,High Value
2075,2024-10-26,1,177.86,67,5,1,1,7,New Customers,1,At-Risk
2076,2023-06-22,1,419.1,559,2,1,2,5,Hibernating,2,Lost
2077,2024-02-05,3,465.81,331,3,3,2,8,Loyal Customers,4,Potential
2078,2024-11-13,3,687.21,49,5,3,3,11,Loyal Customers,3,Loyal
2079,2022-10-21,2,355.02,803,1,2,2,5,Hibernating,2,Lost
2080,2023-11-17,4,2736.07,411,2,4,5,11,At-Risk,0,High Value
2082,2022-11-08,3,1085.91,785,1,3,4,8,Cannot Lose Them,4,Potential
2083,2022-06-02,2,406.76,944,1,2,2,5,Hibernating,2,Lost
2084,2024-05-18,2,397.63,228,3,2,2,7,Hibernating,1,At-Risk
2085,2024-08-14,4,1362.6,140,4,4,5,13,champions,3,Loyal
2086,2023-11-21,1,239.16,407,2,1,1,4,Hibernating,1,At-Risk
2087,2024-05-30,4,679.71,216,3,4,3,10,Loyal Customers,3,Loyal
2088,2024-03-08,1,333.15,299,3,1,2,6,Hibernating,1,At-Risk
2089,2024-12-18,3,1235.67,14,5,3,4,12,Loyal Customers,3,Loyal
2090,2024-07-28,3,818.36,157,4,3,3,10,Loyal Customers,3,Loyal
2091,2024-05-29,1,277.1,217,3,1,1,5,Hibernating,1,At-Risk
2092,2024-12-13,3,783.01,19,5,3,3,11,Loyal Customers,3,Loyal
2093,2024-01-14,3,2349.5,353,3,3,5,11,Loyal Customers,0,High Value
2094,2024-01-28,4,805.9200000000001,339,3,4,3,10,Loyal Customers,3,Loyal
2095,2024-12-27,7,2068.43,5,5,5,5,15,champions,0,High Value
2096,2024-12-29,2,345.15,3,5,2,2,9,New Customers,1,At-Risk
2097,2022-02-15,1,162.36,1051,1,1,1,3,Lost,2,Lost
2098,2024-06-07,3,1104.79,208,3,3,4,10,Loyal Customers,3,Loyal
2099,2024-11-16,2,635.02,46,5,2,3,10,New Customers,1,At-Risk
2100,2022-07-16,1,112.93,900,1,1,1,3,Lost,2,Lost
2101,2024-12-13,1,684.32,19,5,1,3,9,New Customers,1,At-Risk
2102,2023-01-24,1,241.88,708,1,1,1,3,Lost,2,Lost
2103,2023-11-24,5,2877.19,404,2,5,5,12,At-Risk,0,High Value
2104,2023-12-29,3,1164.7,369,2,3,4,9,At-Risk,4,Potential
2105,2024-08-30,3,1280.41,124,4,3,4,11,Loyal Customers,3,Loyal
2106,2024-09-19,6,1576.75,104,4,5,5,14,champions,0,High Value
2107,2024-10-11,3,484.16,82,5,3,2,10,Loyal Customers,3,Loyal
2108,2024-01-14,3,993.12,353,3,3,4,10,Loyal Customers,4,Potential
2110,2024-07-25,1,527.55,160,4,1,2,7,New Customers,1,At-Risk
2111,2023-10-22,1,357.48,437,2,1,2,5,Hibernating,1,At-Risk
2112,2024-06-06,3,1214.21,209,3,3,4,10,Loyal Customers,3,Loyal
2113,2022-12-16,3,663.5699999999999,747,1,3,3,7,Cannot Lose Them,4,Potential
2114,2024-05-09,4,722.49,237,3,4,3,10,Loyal Customers,3,Loyal
2115,2024-07-29,1,103.46,156,4,1,1,6,New Customers,1,At-Risk
2116,2024-10-01,4,1428.78,92,4,4,5,13,champions,3,Loyal
2117,2024-10-23,1,96.65,70,5,1,1,7,New Customers,1,At-Risk
2118,2023-04-28,2,644.2,614,1,2,3,6,Hibernating,4,Potential
2119,2022-05-15,1,412.6,962,1,1,2,4,Lost,2,Lost
2120,2024-04-03,3,995.38,273,3,3,4,10,Loyal Customers,3,Loyal
2121,2023-12-14,3,892.14,384,2,3,4,9,At-Risk,4,Potential
2122,2024-06-02,4,3115.67,213,3,4,5,12,Loyal Customers,0,High Value
2123,2024-02-17,1,286.48,319,3,1,1,5,Hibernating,1,At-Risk
2124,2024-07-13,5,2171.48,172,4,5,5,14,champions,0,High Value
2125,2024-02-14,3,739.07,322,3,3,3,9,Loyal Customers,4,Potential
2126,2024-09-29,1,119.18,94,4,1,1,6,New Customers,1,At-Risk
2127,2024-08-21,3,475.63,133,4,3,2,9,Loyal Customers,3,Loyal
2128,2024-05-09,2,273.16,237,3,2,1,6,Hibernating,1,At-Risk
2129,2024-03-21,3,637.89,286,3,3,3,9,Loyal Customers,3,Loyal
2130,2024-12-22,3,434.27,10,5,3,2,10,Loyal Customers,3,Loyal
2132,2024-04-07,2,363.14,269,3,2,2,7,Hibernating,1,At-Risk
2133,2024-11-09,2,586.08,53,5,2,3,10,New Customers,1,At-Risk
2134,2024-01-28,3,2122.16,339,3,3,5,11,Loyal Customers,0,High Value
2135,2023-06-22,3,900.12,559,2,3,4,9,At-Risk,4,Potential
2137,2024-01-28,3,1639.15,339,3,3,5,11,Loyal Customers,4,Potential
2138,2024-08-13,5,3153.77,141,4,5,5,14,champions,0,High Value
2139,2024-03-07,2,501.65,300,3,2,2,7,Hibernating,1,At-Risk
2140,2024-12-02,3,662.27,30,5,3,3,11,Loyal Customers,3,Loyal
2141,2023-07-10,2,185.65,541,2,2,1,5,At-Risk,2,Lost
2142,2023-02-23,3,671.06,678,1,3,3,7,Cannot Lose Them,4,Potential
2143,2023-09-07,4,2017.85,482,2,4,5,11,At-Risk,0,High Value
2144,2024-06-19,2,827.34,196,4,2,3,9,New Customers,1,At-Risk
2145,2024-03-15,4,2682.1,292,3,4,5,12,Loyal Customers,0,High Value
2146,2024-12-16,7,2407.78,16,5,5,5,15,champions,0,High Value
2147,2023-01-30,3,645.34,702,1,3,3,7,Cannot Lose Them,4,Potential
2148,2024-08-17,4,1671.0,137,4,4,5,13,champions,3,Loyal
2149,2024-11-20,7,1342.94,42,5,5,4,14,champions,0,High Value
2150,2024-05-08,2,484.09,238,3,2,2,7,Hibernating,1,At-Risk
2151,2024-07-13,3,530.8,172,4,3,2,9,Loyal Customers,3,Loyal
2152,2024-11-30,2,821.94,32,5,2,3,10,New Customers,1,At-Risk
2153,2024-12-20,6,2196.6,12,5,5,5,15,champions,0,High Value
2154,2024-08-23,3,371.94,131,4,3,2,9,Loyal Customers,3,Loyal
2155,2023-10-04,4,764.82,455,2,4,3,9,At-Risk,4,Potential
2156,2023-10-04,2,501.24,455,2,2,2,6,At-Risk,4,Potential
2157,2024-08-14,1,94.03,140,4,1,1,6,New Customers,1,At-Risk
2158,2024-06-12,3,2074.06,203,4,3,5,12,Loyal Customers,0,High Value
2159,2023-05-30,4,669.9,582,2,4,3,9,At-Risk,4,Potential
2160,2024-11-25,5,481.29,37,5,5,2,12,Loyal Customers,3,Loyal
2161,2024-05-24,2,538.11,222,3,2,2,7,Hibernating,1,At-Risk
2162,2023-12-06,2,400.13,392,2,2,2,6,At-Risk,1,At-Risk
2163,2024-12-15,4,1087.66,17,5,4,4,13,champions,3,Loyal
2164,2024-05-24,2,875.8299999999999,222,3,2,3,8,Potential Loyalists,1,At-Risk
2165,2024-09-15,4,1182.99,108,4,4,4,12,champions,3,Loyal
2168,2022-03-08,1,219.64,1030,1,1,1,3,Lost,2,Lost
2170,2024-12-17,4,1123.3,15,5,4,4,13,champions,3,Loyal
2171,2024-02-14,3,373.71,322,3,3,2,8,Loyal Customers,1,At-Risk
2172,2024-05-27,3,2184.53,219,3,3,5,11,Loyal Customers,0,High Value
2173,2023-08-21,1,164.66,499,2,1,1,4,Hibernating,2,Lost
2174,2022-11-15,1,146.34,778,1,1,1,3,Lost,2,Lost
2175,2024-03-18,5,1629.52,289,3,5,5,13,Loyal Customers,0,High Value
2176,2024-09-05,2,237.28,118,4,2,1,7,New Customers,1,At-Risk
2177,2024-09-21,1,289.53,102,4,1,1,6,New Customers,1,At-Risk
2178,2024-02-16,4,1099.2,320,3,4,4,11,Loyal Customers,3,Loyal
2179,2024-06-23,5,1598.16,192,4,5,5,14,champions,0,High Value
2180,2022-03-03,2,723.04,1035,1,2,3,6,Hibernating,2,Lost
2181,2024-11-15,3,1859.15,47,5,3,5,13,Loyal Customers,3,Loyal
2182,2023-10-19,2,1649.97,440,2,2,5,9,At-Risk,4,Potential
2184,2024-12-03,2,717.06,29,5,2,3,10,New Customers,1,At-Risk
2185,2022-08-17,1,166.04,868,1,1,1,3,Lost,2,Lost
2186,2022-07-24,1,469.77,892,1,1,2,4,Lost,2,Lost
2187,2024-08-29,1,47.16,125,4,1,1,6,New Customers,1,At-Risk
2188,2024-03-11,3,1716.9699999999998,296,3,3,5,11,Loyal Customers,3,Loyal
2190,2023-10-25,1,337.52,434,2,1,2,5,Hibernating,1,At-Risk
2192,2022-11-24,1,128.9,769,1,1,1,3,Lost,2,Lost
2193,2023-03-21,3,1007.39,652,1,3,4,8,Cannot Lose Them,4,Potential
2194,2024-03-22,1,122.24,285,3,1,1,5,Hibernating,1,At-Risk
2195,2024-07-23,1,899.49,162,4,1,4,9,New Customers,1,At-Risk
2196,2022-06-08,1,83.86,938,1,1,1,3,Lost,2,Lost
2197,2024-10-20,3,507.83,73,5,3,2,10,Loyal Customers,3,Loyal
2198,2023-07-30,2,647.0699999999999,521,2,2,3,7,At-Risk,4,Potential
2199,2024-05-23,3,887.5,223,3,3,4,10,Loyal Customers,3,Loyal
2200,2024-04-28,3,556.05,248,3,3,2,8,Loyal Customers,3,Loyal
2201,2023-09-16,2,842.8199999999999,473,2,2,3,7,At-Risk,4,Potential
2202,2024-03-07,4,1319.35,300,3,4,4,11,Loyal Customers,3,Loyal
2203,2024-04-14,3,764.28,262,3,3,3,9,Loyal Customers,3,Loyal
2204,2024-04-11,2,498.81,265,3,2,2,7,Hibernating,1,At-Risk
2205,2024-02-29,2,1222.04,307,3,2,4,9,Potential Loyalists,4,Potential
2206,2024-05-20,4,1714.4699999999998,226,3,4,5,12,Loyal Customers,3,Loyal
2207,2024-06-28,4,1134.31,187,4,4,4,12,champions,3,Loyal
2208,2024-10-19,5,1599.63,74,5,5,5,15,champions,0,High Value
2209,2024-07-01,3,670.78,184,4,3,3,10,Loyal Customers,3,Loyal
2210,2024-06-02,3,772.26,213,3,3,3,9,Loyal Customers,3,Loyal
2211,2023-05-05,4,840.21,607,1,4,3,8,Cannot Lose Them,4,Potential
2212,2024-10-14,2,562.76,79,5,2,2,9,New Customers,1,At-Risk
2215,2024-10-27,3,955.41,66,5,3,4,12,Loyal Customers,3,Loyal
2216,2024-07-30,3,848.29,155,4,3,3,10,Loyal Customers,3,Loyal
2217,2023-02-09,1,2042.41,692,1,1,5,7,Lost,4,Potential
2218,2024-09-10,4,1210.55,113,4,4,4,12,champions,3,Loyal
2219,2024-02-22,1,540.68,314,3,1,2,6,Hibernating,1,At-Risk
