customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,rfm_segment
2303,2024-08-02,1,522.66,152,4,1,2,7,New Customers
2304,2023-03-20,2,447.26,653,1,2,2,5,Hibernating
2305,2024-02-04,2,128.55,332,3,2,1,6,Hibernating
2306,2022-12-10,1,23.41,753,1,1,1,3,Lost
2307,2024-03-22,5,1853.66,285,3,5,5,13,Loyal Customers
2308,2022-05-19,1,47.31,958,1,1,1,3,Lost
2309,2024-11-07,1,810.32,55,5,1,3,9,New Customers
2310,2023-07-29,2,528.13,522,2,2,2,6,At-Risk
2311,2024-08-09,2,166.42,145,4,2,1,7,New Customers
2312,2023-09-24,3,1107.96,465,2,3,4,9,At-Risk
2313,2023-06-17,2,582.7,564,2,2,3,7,At-Risk
2314,2024-03-17,4,825.5,290,3,4,3,10,Loyal Customers
2315,2022-10-12,1,401.83,812,1,1,2,4,Lost
2317,2024-03-03,2,772.96,304,3,2,3,8,Potential Loyalists
2318,2022-05-05,3,762.1500000000001,972,1,3,3,7,Cannot Lose Them
2319,2024-09-28,3,1364.78,95,4,3,5,12,Loyal Customers
2320,2024-11-14,3,1907.05,48,5,3,5,13,Loyal Customers
2321,2024-04-25,1,45.33,251,3,1,1,5,Hibernating
2322,2023-09-11,1,486.42,478,2,1,2,5,Hibernating
2323,2024-12-13,6,2048.7400000000002,19,5,5,5,15,champions
2324,2024-08-21,4,2128.3599999999997,133,4,4,5,13,champions
2325,2023-11-18,3,1517.18,410,2,3,5,10,At-Risk
2326,2022-08-26,2,739.33,859,1,2,3,6,Hibernating
2327,2023-02-15,1,107.38,686,1,1,1,3,Lost
2328,2024-04-10,2,449.37,266,3,2,2,7,Hibernating
2330,2023-02-24,1,251.81,677,1,1,1,3,Lost
2331,2024-03-22,2,949.25,285,3,2,4,9,Potential Loyalists
2332,2024-09-15,4,1121.1200000000001,108,4,4,4,12,champions
2333,2024-06-10,3,523.46,205,3,3,2,8,Loyal Customers
2334,2023-07-13,2,671.0,538,2,2,3,7,At-Risk
2335,2023-10-10,3,1105.01,449,2,3,4,9,At-Risk
2336,2023-09-14,3,811.27,475,2,3,3,8,At-Risk
2337,2024-02-12,3,1932.88,324,3,3,5,11,Loyal Customers
2338,2024-02-03,1,377.61,333,3,1,2,6,Hibernating
2339,2022-10-07,1,325.62,817,1,1,2,4,Lost
2340,2024-11-29,6,2163.5299999999997,33,5,5,5,15,champions
2341,2024-05-08,2,1104.19,238,3,2,4,9,Potential Loyalists
2342,2024-11-03,3,520.15,59,5,3,2,10,Loyal Customers
2343,2023-07-06,2,581.89,545,2,2,3,7,At-Risk
2344,2024-08-08,3,1503.28,146,4,3,5,12,Loyal Customers
2345,2024-10-23,3,735.65,70,5,3,3,11,Loyal Customers
2346,2024-04-09,1,460.51,267,3,1,2,6,Hibernating
2347,2024-11-15,1,171.27,47,5,1,1,7,New Customers
2348,2024-01-07,4,1577.49,360,2,4,5,11,At-Risk
2349,2024-04-26,3,608.33,250,3,3,3,9,Loyal Customers
2350,2024-11-04,2,293.53,58,5,2,1,8,New Customers
2351,2024-11-24,2,409.02,38,5,2,2,9,New Customers
2352,2024-12-19,3,1657.54,13,5,3,5,13,Loyal Customers
2353,2023-11-19,1,256.34,409,2,1,1,4,Hibernating
2354,2024-05-05,3,726.5,241,3,3,3,9,Loyal Customers
2355,2023-12-21,2,375.15999999999997,377,2,2,2,6,At-Risk
2356,2024-07-22,3,1428.6599999999999,163,4,3,5,12,Loyal Customers
2357,2024-05-07,3,745.99,239,3,3,3,9,Loyal Customers
2358,2024-04-19,3,1949.65,257,3,3,5,11,Loyal Customers
2359,2024-06-18,1,474.7,197,4,1,2,7,New Customers
2360,2022-11-01,3,597.78,792,1,3,3,7,Cannot Lose Them
2361,2024-07-02,1,207.62,183,4,1,1,6,New Customers
2363,2023-12-31,3,493.46000000000004,367,2,3,2,7,At-Risk
2364,2023-04-24,1,450.95,618,1,1,2,4,Lost
2365,2023-10-25,3,1207.74,434,2,3,4,9,At-Risk
2366,2023-08-23,1,935.53,497,2,1,4,7,Hibernating
2367,2022-08-17,2,1426.33,868,1,2,5,8,Hibernating
2368,2024-03-22,2,144.46,285,3,2,1,6,Hibernating
2369,2024-12-27,3,853.8000000000001,5,5,3,3,11,Loyal Customers
2370,2024-12-25,4,1089.0500000000002,7,5,4,4,13,champions
2371,2023-11-26,1,343.53,402,2,1,2,5,Hibernating
2372,2024-03-29,1,210.0,278,3,1,1,5,Hibernating
2373,2024-09-02,3,652.2900000000001,121,4,3,3,10,Loyal Customers
2374,2024-08-06,2,288.84000000000003,148,4,2,1,7,New Customers
2375,2024-10-28,1,178.87,65,5,1,1,7,New Customers
2376,2022-11-15,1,322.24,778,1,1,2,4,Lost
2378,2023-05-19,1,290.34,593,2,1,1,4,Hibernating
2379,2024-03-20,2,491.94,287,3,2,2,7,Hibernating
2380,2024-06-22,2,366.66,193,4,2,2,8,New Customers
2381,2024-03-06,4,1285.63,301,3,4,4,11,Loyal Customers
2382,2024-02-19,2,800.79,317,3,2,3,8,Potential Loyalists
2383,2024-11-24,1,243.74,38,5,1,1,7,New Customers
2384,2024-05-24,2,2347.01,222,3,2,5,10,Potential Loyalists
2385,2022-03-03,1,368.37,1035,1,1,2,4,Lost
2386,2023-06-06,3,1150.5,575,2,3,4,9,At-Risk
2387,2024-04-27,4,606.24,249,3,4,3,10,Loyal Customers
2388,2024-09-11,2,455.96000000000004,112,4,2,2,8,New Customers
2389,2022-06-16,1,368.28,930,1,1,2,4,Lost
2390,2024-08-01,2,542.0899999999999,153,4,2,2,8,New Customers
2393,2024-08-16,1,149.31,138,4,1,1,6,New Customers
2394,2022-04-26,1,147.71,981,1,1,1,3,Lost
2395,2024-06-13,1,276.22,202,4,1,1,6,New Customers
2396,2023-06-06,1,171.52,575,2,1,1,4,Hibernating
2397,2023-07-21,3,1195.88,530,2,3,4,9,At-Risk
2398,2023-10-04,1,326.62,455,2,1,2,5,Hibernating
2399,2024-12-23,1,409.08,9,5,1,2,8,New Customers
2400,2024-04-20,4,1695.1299999999999,256,3,4,5,12,Loyal Customers
2401,2022-10-12,1,182.55,812,1,1,1,3,Lost
2402,2023-06-04,1,146.63,577,2,1,1,4,Hibernating
2403,2024-06-20,3,560.78,195,4,3,2,9,Loyal Customers
2404,2022-09-29,3,408.28,825,1,3,2,6,Hibernating
2406,2023-08-14,2,601.71,506,2,2,3,7,At-Risk
2407,2024-08-01,3,503.03,153,4,3,2,9,Loyal Customers
2408,2024-10-22,2,638.19,71,5,2,3,10,New Customers
2409,2024-08-13,4,1135.83,141,4,4,4,12,champions
2410,2024-10-31,3,473.26,62,5,3,2,10,Loyal Customers
2411,2024-04-22,1,171.4,254,3,1,1,5,Hibernating
2412,2024-07-28,3,856.8199999999999,157,4,3,3,10,Loyal Customers
2413,2024-03-16,1,178.43,291,3,1,1,5,Hibernating
2414,2024-09-21,3,1793.73,102,4,3,5,12,Loyal Customers
2415,2024-04-19,2,322.27,257,3,2,2,7,Hibernating
2416,2024-10-04,7,1786.55,89,5,5,5,15,champions
2417,2023-11-10,3,840.23,418,2,3,3,8,At-Risk
2418,2024-10-14,3,605.8299999999999,79,5,3,3,11,Loyal Customers
2419,2022-01-11,1,70.59,1086,1,1,1,3,Lost
2420,2023-01-24,1,87.83,708,1,1,1,3,Lost
2421,2024-10-05,3,1018.1299999999999,88,5,3,4,12,Loyal Customers
2422,2024-09-03,8,2140.1,120,4,5,5,14,champions
2423,2022-07-26,2,331.05,890,1,2,2,5,Hibernating
2424,2024-04-13,2,464.2,263,3,2,2,7,Hibernating
2425,2023-11-17,4,2142.59,411,2,4,5,11,At-Risk
2426,2023-05-10,3,571.29,602,1,3,3,7,Cannot Lose Them
2427,2024-08-26,3,859.76,128,4,3,3,10,Loyal Customers
2428,2023-07-22,3,2415.66,529,2,3,5,10,At-Risk
2429,2023-05-16,3,387.38,596,2,3,2,7,At-Risk
2430,2024-09-15,2,472.74,108,4,2,2,8,New Customers
2431,2022-06-04,2,540.23,942,1,2,2,5,Hibernating
2432,2024-12-06,6,1533.25,26,5,5,5,15,champions
2433,2023-12-09,3,1300.49,389,2,3,4,9,At-Risk
2434,2024-05-01,5,2066.52,245,3,5,5,13,Loyal Customers
2435,2022-05-05,1,1148.9,972,1,1,4,6,Lost
2436,2023-09-03,3,704.14,486,2,3,3,8,At-Risk
2437,2023-02-10,2,325.49,691,1,2,2,5,Hibernating
2438,2023-10-20,3,1811.5800000000002,439,2,3,5,10,At-Risk
2439,2024-12-03,1,423.16,29,5,1,2,8,New Customers
2440,2022-06-13,1,946.35,933,1,1,4,6,Lost
2442,2023-12-31,3,471.53999999999996,367,2,3,2,7,At-Risk
2443,2024-09-15,1,254.21,108,4,1,1,6,New Customers
2445,2023-08-01,5,5245.66,519,2,5,5,12,At-Risk
2447,2023-11-08,3,628.79,420,2,3,3,8,At-Risk
2448,2024-02-24,2,675.12,312,3,2,3,8,Potential Loyalists
2449,2024-06-11,4,1080.37,204,4,4,4,12,champions
2450,2023-11-24,2,1221.5900000000001,404,2,2,4,8,At-Risk
2451,2024-10-05,5,1663.29,88,5,5,5,15,champions
2452,2024-02-19,4,733.56,317,3,4,3,10,Loyal Customers
2453,2024-07-10,2,525.02,175,4,2,2,8,New Customers
2454,2024-12-26,3,317.15,6,5,3,1,9,Loyal Customers
2455,2024-10-29,1,460.78,64,5,1,2,8,New Customers
2457,2022-01-08,1,69.01,1089,1,1,1,3,Lost
2458,2024-01-25,2,1010.76,342,3,2,4,9,Potential Loyalists
2459,2024-04-17,2,425.70000000000005,259,3,2,2,7,Hibernating
2460,2024-05-20,3,994.9100000000001,226,3,3,4,10,Loyal Customers
2461,2024-11-17,1,204.4,45,5,1,1,7,New Customers
2462,2024-03-06,2,1276.78,301,3,2,4,9,Potential Loyalists
2463,2024-02-06,3,493.86,330,3,3,2,8,Loyal Customers
2465,2024-10-16,5,2418.33,77,5,5,5,15,champions
2466,2024-06-19,1,157.89,196,4,1,1,6,New Customers
2467,2024-12-24,3,965.2,8,5,3,4,12,Loyal Customers
2468,2023-05-05,2,557.69,607,1,2,2,5,Hibernating
2470,2023-03-02,1,245.19,671,1,1,1,3,Lost
2471,2024-12-23,2,1157.01,9,5,2,4,11,New Customers
2472,2024-08-07,7,2746.63,147,4,5,5,14,champions
2473,2024-12-11,1,109.33,21,5,1,1,7,New Customers
2474,2023-11-19,2,649.48,409,2,2,3,7,At-Risk
2475,2024-06-24,1,378.46,191,4,1,2,7,New Customers
2476,2024-06-10,2,147.64999999999998,205,3,2,1,6,Hibernating
2477,2024-06-08,2,410.61,207,3,2,2,7,Hibernating
2478,2022-03-21,2,508.93999999999994,1017,1,2,2,5,Hibernating
2479,2024-03-13,2,150.58,294,3,2,1,6,Hibernating
2480,2023-09-16,2,224.62,473,2,2,1,5,At-Risk
2481,2024-08-28,3,605.34,126,4,3,3,10,Loyal Customers
2482,2024-06-09,3,679.66,206,3,3,3,9,Loyal Customers
2483,2024-05-16,1,665.64,230,3,1,3,7,Hibernating
2484,2022-03-12,1,515.49,1026,1,1,2,4,Lost
2485,2024-12-17,3,566.87,15,5,3,2,10,Loyal Customers
2486,2023-07-11,3,2907.16,540,2,3,5,10,At-Risk
2487,2024-12-04,2,261.07,28,5,2,1,8,New Customers
2488,2024-04-09,2,732.0699999999999,267,3,2,3,8,Potential Loyalists
2489,2024-04-24,4,1355.94,252,3,4,5,12,Loyal Customers
2490,2022-09-23,1,621.94,831,1,1,3,5,Lost
2491,2023-11-25,3,1182.63,403,2,3,4,9,At-Risk
2493,2024-03-30,4,651.64,277,3,4,3,10,Loyal Customers
2494,2024-05-01,1,285.85,245,3,1,1,5,Hibernating
2495,2023-04-04,1,430.13,638,1,1,2,4,Lost
2496,2023-10-17,1,82.23,442,2,1,1,4,Hibernating
2497,2022-07-10,1,355.52,906,1,1,2,4,Lost
2498,2023-09-13,1,48.7,476,2,1,1,4,Hibernating
2499,2022-10-27,1,144.28,797,1,1,1,3,Lost
2500,2022-11-19,2,254.67000000000002,774,1,2,1,4,Hibernating
2501,2024-03-08,3,1098.28,299,3,3,4,10,Loyal Customers
2502,2024-07-19,1,201.66,166,4,1,1,6,New Customers
2503,2023-08-04,3,256.31,516,2,3,1,6,At-Risk
2504,2024-07-04,3,961.41,181,4,3,4,11,Loyal Customers
2505,2024-08-26,5,688.79,128,4,5,3,12,Loyal Customers
2506,2023-10-03,3,805.97,456,2,3,3,8,At-Risk
2507,2023-07-28,1,179.24,523,2,1,1,4,Hibernating
2508,2024-08-09,5,1243.93,145,4,5,4,13,champions
2509,2024-12-24,3,2181.61,8,5,3,5,13,Loyal Customers
2510,2024-11-24,6,1176.6100000000001,38,5,5,4,14,champions
2511,2024-07-01,6,1612.83,184,4,5,5,14,champions
2512,2024-09-26,6,1744.37,97,4,5,5,14,champions
2513,2024-01-06,6,4238.93,361,2,5,5,12,At-Risk
2514,2023-11-17,4,1186.77,411,2,4,4,10,At-Risk
2515,2024-02-28,2,1294.75,308,3,2,4,9,Potential Loyalists
2516,2024-11-24,3,1065.56,38,5,3,4,12,Loyal Customers
2518,2024-07-14,2,274.44,171,4,2,1,7,New Customers
2519,2024-08-21,3,793.5,133,4,3,3,10,Loyal Customers
2520,2023-05-17,1,2110.46,595,2,1,5,8,Hibernating
2521,2024-08-18,3,835.25,136,4,3,3,10,Loyal Customers
2522,2024-02-14,2,753.3,322,3,2,3,8,Potential Loyalists
2523,2024-07-24,2,786.29,161,4,2,3,9,New Customers
2524,2024-09-28,5,1154.23,95,4,5,4,13,champions
2525,2024-12-25,5,1910.1200000000001,7,5,5,5,15,champions
2526,2024-05-13,7,1936.33,233,3,5,5,13,Loyal Customers
2530,2024-07-03,3,1079.71,182,4,3,4,11,Loyal Customers
2531,2024-12-01,1,179.52,31,5,1,1,7,New Customers
2532,2022-05-13,1,430.49,964,1,1,2,4,Lost
2533,2023-02-01,1,176.41,700,1,1,1,3,Lost
2534,2023-09-28,1,320.35,461,2,1,2,5,Hibernating
2535,2022-02-09,1,322.61,1057,1,1,2,4,Lost
2536,2024-12-17,4,917.77,15,5,4,4,13,champions
2537,2023-11-29,2,501.39,399,2,2,2,6,At-Risk
2538,2023-01-31,2,724.86,701,1,2,3,6,Hibernating
2539,2022-10-03,1,214.93,821,1,1,1,3,Lost
2540,2023-12-08,2,425.61,390,2,2,2,6,At-Risk
2542,2024-08-26,6,746.47,128,4,5,3,12,Loyal Customers
2543,2022-10-03,2,1437.3400000000001,821,1,2,5,8,Hibernating
2544,2024-12-18,2,1243.3000000000002,14,5,2,4,11,New Customers
2545,2024-04-14,4,895.77,262,3,4,4,11,Loyal Customers
2546,2023-09-05,2,118.82000000000001,484,2,2,1,5,At-Risk
2547,2024-12-15,2,393.76,17,5,2,2,9,New Customers
2548,2024-07-02,3,672.76,183,4,3,3,10,Loyal Customers
2549,2023-10-26,2,1584.31,433,2,2,5,9,At-Risk
2550,2023-08-27,3,705.25,493,2,3,3,8,At-Risk
2551,2023-10-13,2,813.21,446,2,2,3,7,At-Risk
2552,2023-12-24,2,590.74,374,2,2,3,7,At-Risk
2553,2022-04-28,1,234.08,979,1,1,1,3,Lost
2554,2024-04-07,4,1073.83,269,3,4,4,11,Loyal Customers
2555,2022-12-10,4,1308.57,753,1,4,4,9,Cannot Lose Them
2556,2023-05-18,1,132.37,594,2,1,1,4,Hibernating
2557,2024-01-14,2,362.28,353,3,2,2,7,Hibernating
2558,2023-06-30,4,1198.67,551,2,4,4,10,At-Risk
2559,2024-07-27,4,1879.6999999999998,158,4,4,5,13,champions
2560,2023-03-09,2,436.81,664,1,2,2,5,Hibernating
2561,2024-11-05,2,410.88,57,5,2,2,9,New Customers
2562,2023-10-26,2,294.01,433,2,2,1,5,At-Risk
2563,2023-06-21,3,2672.9300000000003,560,2,3,5,10,At-Risk
2564,2024-06-26,2,140.78,189,4,2,1,7,New Customers
2565,2024-07-30,4,1008.44,155,4,4,4,12,champions
2567,2022-08-12,1,202.77,873,1,1,1,3,Lost
2568,2023-10-18,3,921.6,441,2,3,4,9,At-Risk
2569,2024-01-18,4,2709.57,349,3,4,5,12,Loyal Customers
2570,2023-01-20,1,141.55,712,1,1,1,3,Lost
2571,2024-03-08,2,747.0899999999999,299,3,2,3,8,Potential Loyalists
2572,2024-02-08,2,2421.74,328,3,2,5,10,Potential Loyalists
2573,2022-05-12,1,366.46,965,1,1,2,4,Lost
2574,2024-09-19,2,650.99,104,4,2,3,9,New Customers
2576,2024-09-06,3,594.51,117,4,3,3,10,Loyal Customers
2577,2022-08-31,2,413.32,854,1,2,2,5,Hibernating
2578,2024-05-29,4,1107.01,217,3,4,4,11,Loyal Customers
2579,2022-10-28,2,730.8,796,1,2,3,6,Hibernating
2580,2024-04-25,3,582.92,251,3,3,3,9,Loyal Customers
2581,2024-11-29,1,137.04,33,5,1,1,7,New Customers
2582,2023-06-29,3,927.15,552,2,3,4,9,At-Risk
2583,2024-06-06,6,2241.12,209,3,5,5,13,Loyal Customers
2584,2023-03-07,2,428.90999999999997,666,1,2,2,5,Hibernating
2585,2024-11-13,3,1284.99,49,5,3,4,12,Loyal Customers
2586,2022-08-07,1,212.61,878,1,1,1,3,Lost
2588,2024-12-29,4,1863.77,3,5,4,5,14,champions
2589,2024-09-14,2,1010.18,109,4,2,4,10,New Customers
2590,2023-03-29,3,1746.4100000000003,644,1,3,5,9,Cannot Lose Them
2591,2023-03-27,2,166.32,646,1,2,1,4,Hibernating
2592,2024-01-05,2,765.34,362,2,2,3,7,At-Risk
2593,2022-11-12,2,815.05,781,1,2,3,6,Hibernating
2594,2024-12-25,3,674.63,7,5,3,3,11,Loyal Customers
2595,2023-01-07,1,289.55,725,1,1,1,3,Lost
2596,2022-01-03,1,264.07,1094,1,1,1,3,Lost
2597,2024-07-08,4,898.1,177,4,4,4,12,champions
2598,2024-12-07,5,1551.88,25,5,5,5,15,champions
2599,2024-12-23,4,1490.39,9,5,4,5,14,champions
2601,2024-09-27,2,412.8,96,4,2,2,8,New Customers
2602,2024-05-09,3,1025.85,237,3,3,4,10,Loyal Customers
2604,2024-06-01,1,269.27,214,3,1,1,5,Hibernating
2605,2023-04-29,1,972.75,613,1,1,4,6,Lost
2606,2024-08-23,2,441.82,131,4,2,2,8,New Customers
2607,2024-10-11,4,1247.58,82,5,4,4,13,champions
2608,2024-07-06,4,1370.8600000000001,179,4,4,5,13,champions
2609,2023-03-09,2,1224.65,664,1,2,4,7,Hibernating
2610,2023-12-01,2,238.29000000000002,397,2,2,1,5,At-Risk
2611,2024-11-25,5,1243.04,37,5,5,4,14,champions
2612,2024-09-09,2,369.59999999999997,114,4,2,2,8,New Customers
2613,2024-11-28,2,784.4499999999999,34,5,2,3,10,New Customers
2614,2022-12-15,1,340.9,748,1,1,2,4,Lost
2615,2024-09-04,3,756.24,119,4,3,3,10,Loyal Customers
2616,2023-03-01,2,610.0699999999999,672,1,2,3,6,Hibernating
2617,2023-12-15,3,545.86,383,2,3,2,7,At-Risk
2618,2024-08-30,5,1054.3500000000001,124,4,5,4,13,champions
2619,2023-05-13,1,361.67,599,1,1,2,4,Lost
2620,2022-05-08,1,1243.54,969,1,1,4,6,Lost
2621,2024-11-12,3,1054.9099999999999,50,5,3,4,12,Loyal Customers
2623,2024-02-08,1,62.34,328,3,1,1,5,Hibernating
2624,2023-08-09,2,1211.27,511,2,2,4,8,At-Risk
2625,2023-10-26,3,1707.37,433,2,3,5,10,At-Risk
2627,2024-03-23,6,1581.3899999999999,284,3,5,5,13,Loyal Customers
2628,2024-04-09,1,127.52,267,3,1,1,5,Hibernating
2629,2024-06-25,4,821.33,190,4,4,3,11,Loyal Customers
2630,2024-09-23,2,116.52,100,4,2,1,7,New Customers
2631,2023-06-17,4,782.96,564,2,4,3,9,At-Risk
2632,2022-04-12,1,252.75,995,1,1,1,3,Lost
2633,2024-08-02,1,236.84,152,4,1,1,6,New Customers
2634,2024-03-03,4,1301.6200000000001,304,3,4,4,11,Loyal Customers
2635,2024-10-24,5,1287.73,69,5,5,4,14,champions
2637,2022-10-15,1,150.52,809,1,1,1,3,Lost
2638,2024-03-07,3,1346.22,300,3,3,4,10,Loyal Customers
2639,2024-10-29,2,686.84,64,5,2,3,10,New Customers
2641,2024-02-26,6,2652.51,310,3,5,5,13,Loyal Customers
2643,2024-07-15,1,574.61,170,4,1,3,8,New Customers
2644,2023-03-28,2,1390.5900000000001,645,1,2,5,8,Hibernating
2646,2024-03-19,2,521.39,288,3,2,2,7,Hibernating
2647,2022-01-25,1,315.4,1072,1,1,1,3,Lost
2648,2024-12-19,6,2099.7,13,5,5,5,15,champions
2649,2024-02-14,4,2344.73,322,3,4,5,12,Loyal Customers
2650,2024-09-09,2,476.25,114,4,2,2,8,New Customers
2652,2023-08-07,2,339.92,513,2,2,2,6,At-Risk
2653,2024-02-12,1,653.05,324,3,1,3,7,Hibernating
2654,2024-11-09,1,179.33,53,5,1,1,7,New Customers
2655,2022-06-30,2,827.59,916,1,2,3,6,Hibernating
2656,2024-10-02,1,340.53,91,5,1,2,8,New Customers
2657,2024-09-17,3,739.0500000000001,106,4,3,3,10,Loyal Customers
2658,2024-06-29,4,563.74,186,4,4,2,10,Loyal Customers
2659,2024-09-05,5,991.1700000000001,118,4,5,4,13,champions
2660,2023-12-15,2,1873.3899999999999,383,2,2,5,9,At-Risk
2661,2024-04-19,3,1047.95,257,3,4,4,11,Loyal Customers
2662,2024-11-03,2,263.56,59,5,2,1,8,New Customers
2663,2022-11-14,2,590.8399999999999,779,1,2,3,6,Hibernating
2664,2024-12-14,4,2513.12,18,5,4,5,14,champions
2665,2023-11-13,3,264.4,415,2,4,1,7,At-Risk
2666,2024-06-22,4,1548.09,193,4,4,5,13,champions
2667,2024-06-01,2,1591.71,214,3,2,5,10,Potential Loyalists
2668,2024-07-16,3,1486.41,169,4,4,5,13,champions
2669,2022-01-03,1,537.81,1094,1,1,2,4,Lost
2670,2023-12-03,1,409.62,395,2,1,2,5,Hibernating
2671,2024-12-01,3,627.37,31,5,4,3,12,Loyal Customers
2672,2024-08-04,3,1186.8500000000001,150,4,4,4,12,champions
2673,2023-03-01,2,726.65,672,1,2,3,6,Hibernating
2674,2023-12-27,3,1959.77,371,2,4,5,11,At-Risk
2675,2024-04-12,3,783.53,264,3,4,3,10,Loyal Customers
2676,2023-05-26,2,1494.06,586,2,2,5,9,At-Risk
2677,2024-04-24,3,1010.0699999999999,252,3,4,4,11,Loyal Customers
2678,2024-01-21,1,329.91,346,3,1,2,6,Hibernating
2679,2024-10-11,3,906.87,82,5,4,4,13,champions
2680,2022-05-12,1,146.97,965,1,1,1,3,Lost
2681,2024-03-19,4,1533.17,288,3,4,5,12,Loyal Customers
2682,2024-06-14,2,2232.14,201,4,2,5,11,New Customers
2683,2022-10-13,2,444.41999999999996,811,1,2,2,5,Hibernating
2684,2024-04-16,2,1047.92,260,3,2,4,9,Potential Loyalists
2685,2024-11-07,4,754.85,55,5,4,3,12,Loyal Customers
2686,2024-11-28,3,1147.32,34,5,4,4,13,champions
2687,2023-08-31,1,497.08,489,2,1,2,5,Hibernating
2688,2023-02-16,3,386.20000000000005,685,1,4,2,7,Hibernating
2689,2022-12-18,1,314.7,745,1,1,1,3,Lost
2690,2024-07-24,3,544.46,161,4,4,2,10,Loyal Customers
2691,2024-06-10,2,530.27,205,3,2,2,7,Hibernating
2693,2023-11-06,2,295.88,422,2,2,1,5,At-Risk
2694,2023-08-13,4,794.01,507,2,4,3,9,At-Risk
2695,2023-05-09,4,799.6,603,1,4,3,8,Cannot Lose Them
2696,2023-03-20,2,1058.57,653,1,2,4,7,Hibernating
2697,2024-06-15,3,588.23,200,4,4,3,11,Loyal Customers
2698,2024-11-09,5,1198.8600000000001,53,5,5,4,14,champions
2699,2023-01-16,2,405.9,716,1,2,2,5,Hibernating
2700,2024-09-23,4,2075.7999999999997,100,4,5,5,14,champions
2701,2023-10-07,2,1358.59,452,2,2,5,9,At-Risk
2702,2024-11-03,7,3849.66,59,5,5,5,15,champions
2703,2024-04-13,1,537.16,263,3,1,2,6,Hibernating
2704,2024-12-11,2,2248.94,21,5,2,5,12,New Customers
2705,2023-12-25,3,845.71,373,2,4,3,9,At-Risk
2706,2024-12-28,2,284.5,4,5,2,1,8,New Customers
2707,2023-06-19,1,175.1,562,2,1,1,4,Hibernating
2708,2024-05-21,2,280.11,225,3,2,1,6,Hibernating
2709,2024-12-25,1,227.47,7,5,1,1,7,New Customers
2710,2022-04-26,1,343.69,981,1,1,2,4,Lost
2711,2024-08-15,2,437.45000000000005,139,4,2,2,8,New Customers
2712,2024-08-16,3,415.59000000000003,138,4,4,2,10,Loyal Customers
2713,2024-05-24,4,601.77,222,3,5,3,11,Loyal Customers
2714,2023-05-22,1,318.35,590,2,1,1,4,Hibernating
2715,2024-03-14,3,2584.4300000000003,293,3,4,5,12,Loyal Customers
2716,2024-07-08,4,1138.17,177,4,5,4,13,champions
2717,2023-06-10,4,1136.4499999999998,571,2,5,4,11,At-Risk
2718,2024-11-12,2,264.07,50,5,2,1,8,New Customers
2719,2023-09-18,4,1838.1999999999998,471,2,5,5,12,At-Risk
2720,2024-12-23,4,1305.58,9,5,5,4,14,champions
2721,2024-10-10,4,1646.32,83,5,5,5,15,champions
2722,2024-11-02,1,1233.86,60,5,1,4,10,New Customers
2723,2024-02-02,1,813.8,334,3,1,3,7,Hibernating
2724,2022-08-17,1,224.51,868,1,1,1,3,Lost
2725,2023-09-13,1,250.89,476,2,1,1,4,Hibernating
2726,2024-10-19,4,970.09,74,5,5,4,14,champions
2729,2024-05-10,2,1123.05,236,3,2,4,9,Potential Loyalists
2730,2024-12-20,6,2244.64,12,5,5,5,15,champions
2732,2023-02-17,2,489.36,684,1,2,2,5,Hibernating
2733,2024-10-30,2,347.17999999999995,63,5,2,2,9,New Customers
2734,2023-10-06,3,1318.05,453,2,4,4,10,At-Risk
2735,2024-01-16,3,616.26,351,3,4,3,10,Loyal Customers
2736,2022-06-27,1,155.55,919,1,1,1,3,Lost
2737,2024-07-16,4,1507.79,169,4,5,5,14,champions
2738,2023-05-06,2,1063.8,606,1,2,4,7,Hibernating
2739,2024-07-19,3,1194.77,166,4,4,4,12,champions
2740,2024-07-23,6,1386.98,162,4,5,5,14,champions
2741,2024-11-25,4,694.44,37,5,5,3,13,Loyal Customers
2742,2024-09-16,3,1644.8799999999999,107,4,4,5,13,champions
2743,2023-10-12,3,2184.37,447,2,4,5,11,At-Risk
2745,2024-04-05,2,1638.78,271,3,2,5,10,Potential Loyalists
2746,2024-11-30,3,1404.08,32,5,4,5,14,champions
2747,2024-09-03,3,726.3900000000001,120,4,4,3,11,Loyal Customers
2748,2024-03-07,3,442.12,300,3,4,2,9,Loyal Customers
2749,2024-10-22,3,865.92,71,5,4,3,12,Loyal Customers
2750,2024-02-01,2,1415.17,335,3,2,5,10,Potential Loyalists
2751,2024-07-31,3,1124.15,154,4,4,4,12,champions
2752,2024-01-30,1,354.94,337,3,1,2,6,Hibernating
2753,2024-03-21,3,672.86,286,3,4,3,10,Loyal Customers
2754,2024-08-02,5,1665.87,152,4,5,5,14,champions
2755,2022-03-30,1,325.77,1008,1,1,2,4,Lost
2756,2024-04-15,3,1209.9299999999998,261,3,4,4,11,Loyal Customers
2757,2022-11-08,2,1337.07,785,1,2,4,7,Hibernating
2758,2024-12-14,2,260.06,18,5,2,1,8,New Customers
2759,2023-04-30,1,324.81,612,1,1,2,4,Lost
2760,2022-01-14,1,1007.65,1083,1,1,4,6,Lost
2761,2024-09-24,4,995.4200000000001,99,4,5,4,13,champions
2762,2024-04-25,3,738.61,251,3,4,3,10,Loyal Customers
